Gene Name	 Locus Tag (prokka_output)	Locus Tag (K12 reference)	Start of Gene	End of Gene	Strand	UniProt ID	Protein Product
recB	FJKNNBLA_02740	b2820	2850622	2847080	-1	P08394	exodeoxyribonuclease V subunit RecB
ptrA	FJKNNBLA_02741	b2821	2853503	2850615	-1	P05458	protease 3
recC	FJKNNBLA_02742	b2822	2857047	2853679	-1	P07648	exodeoxyribonuclease V subunit RecC
ppdC	FJKNNBLA_02743	b2823	2857383	2857060	-1	P08372	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
ygdB	FJKNNBLA_02744	b2824	2857775	2857368	-1	P08370	DUF2509 domain-containing protein YgdB
ppdB	FJKNNBLA_02745	b2825	2858335	2857772	-1	P08371	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
ppdA	FJKNNBLA_02746	b2826	2858796	2858326	-1	P33554	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
thyA	FJKNNBLA_02747	b2827	2859775	2858981	-1	P0A884	thymidylate synthase
lgt	FJKNNBLA_02748	b2828	2860657	2859782	-1	P60955	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ptsP	FJKNNBLA_02749	b2829	2863054	2860808	-1	P37177	phosphoenolpyruvate-protein phosphotransferase PtsP
rppH	FJKNNBLA_02750	b2830	2863597	2863067	-1	P0A776	RNA pyrophosphohydrolase
mutH	FJKNNBLA_02752	b2831	2864282	2864971	1	P06722	DNA mismatch repair protein MutH
ygdQ	FJKNNBLA_02753	b2832	2865040	2865753	1	P67127	UPF0053 inner membrane protein YgdQ
ygdR	FJKNNBLA_02754	b2833	2865891	2866109	1	P65294	DUF903 domain-containing lipoprotein YgdR
tas	FJKNNBLA_02755	b2834	2866217	2867257	1	P0A9T4	putative NADP(H)-dependent aldo-keto reductase Tas
lplT	FJKNNBLA_02756	b2835	2868482	2867289	-1	P39196	lysophospholipid transporter
aas	FJKNNBLA_02757	b2836	2870634	2868475	-1	P31119	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
galR	FJKNNBLA_02758	b2837	2871220	2872251	1	P03024	DNA-binding transcriptional dual regulator GalR
lysA	FJKNNBLA_02759	b2838	2873520	2872258	-1	P00861	diaminopimelate decarboxylase
lysR	FJKNNBLA_02760	b2839	2873642	2874577	1	P03030	DNA-binding transcriptional dual regulator LysR
ygeA	FJKNNBLA_02761	b2840	2875256	2874564	-1	P03813	amino acid racemase YgeA
araE	FJKNNBLA_02762	b2841	2876803	2875385	-1	P0AE24	arabinose:H(+)symporter
kduD	FJKNNBLA_02763	b2842	2877879	2877118	-1	P37769	putative 2-keto-3-deoxy-D-gluconate dehydrogenase
kduI	FJKNNBLA_02764	b2843	2878745	2877909	-1	Q46938	5-dehydro-4-deoxy-D-glucuronate isomerase
yqeF	FJKNNBLA_02765	b2844	2880213	2879032	-1	Q46939	putative acyltransferase
yqeG	FJKNNBLA_02766	b2845	2880469	2881698	1	P63340	putative transporter YqeG
yqeH	FJKNNBLA_02767	b2846	2882158	2882727	1	Q46941	putative LuxR family transcriptional regulator YqeH
ygeR	FJKNNBLA_02772	b2865	2885646	2884891	-1	Q46798	LysM domain-containing putative peptidase lipoprotein YgeR
xdhA	FJKNNBLA_02773	b2866	2886061	2888358	1	Q46799	putative xanthine dehydrogenase molybdenum-binding subunit XdhA
xdhB	FJKNNBLA_02774	b2867	2888369	2889247	1	Q46800	putative xanthine dehydrogenase FAD-binding subunit XdhB
xdhC	FJKNNBLA_02775	b2868	2889244	2889723	1	Q46801	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC
uacR	FJKNNBLA_02776	b2869	2891541	2889763	-1	Q46802	putative sigma(54)-dependent transcriptional regulator YgeV
ygeW	FJKNNBLA_02777	b2870	2892020	2893207	1	Q46803	putative carbamoyltransferase YgeW
ygeX	FJKNNBLA_02778	b2871	2893265	2894461	1	P66899	2,3-diaminopropionate ammonia-lyase
ygeY	FJKNNBLA_02779	b2872	2894519	2895730	1	P65807	putative peptidase YgeY
hyuA	FJKNNBLA_02780	b2873	2895783	2897168	1	Q46806	phenylhydantoinase
yqeA	FJKNNBLA_02781	b2874	2897216	2898148	1	Q46807	putative amino acid kinase YqeA
yqeB	FJKNNBLA_02782	b2875	2899994	2898369	-1	Q46808	XdhC-CoxI family protein YqeB
yqeC	FJKNNBLA_02783	b2876	2900812	2900042	-1	Q46809	uncharacterized protein YqeC
mocA	FJKNNBLA_02784	b2877	2900915	2901493	1	Q46810	molybdenum cofactor cytidylyltransferase
ygfK	FJKNNBLA_02785	b2878	2901814	2904912	1	Q46811	putative oxidoreductase,Fe-S subunit
ssnA	FJKNNBLA_02786	b2879	2904915	2906243	1	Q46812	putative aminohydrolase SsnA
ygfM	FJKNNBLA_02787	b2880	2906294	2907073	1	P64557	putative oxidoreductase
xdhD	FJKNNBLA_02788	b2881	2907070	2909940	1	Q46814	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
xanQ	FJKNNBLA_02789	b2882	2910105	2911505	1	P67444	xanthine:H(+)symporter XanQ
guaD	FJKNNBLA_02790	b2883	2911523	2912839	1	P76641	guanine deaminase
ghxQ	FJKNNBLA_02791	b4464	2912875	2914242	1	Q46817	guanine/hypoxanthine transporter GhxQ
ygfS	FJKNNBLA_02792	b2886	2914766	2914278	-1	Q46819	putative electron transport protein YgfS
uacF	FJKNNBLA_02793	b2887	2916685	2914766	-1	Q46820	putative oxidoreductase YgfT
uacT	FJKNNBLA_02794	b2888	2917121	2918569	1	Q46821	urate:H(+)symporter
yqfG	FJKNNBLA_02795	b4684	2918571	2918696	1	C1P614	uncharacterized protein YqfG
idi	FJKNNBLA_02796	b2889	2918819	2919367	1	Q46822	isopentenyl-diphosphate Delta-isomerase
lysS	FJKNNBLA_02797	b2890	2920927	2919410	-1	P0A8N3	lysine--tRNA ligase, constitutive
prfB	FJKNNBLA_02798	b2891	2921818	2920937	-1	P07012	peptide chain release factor RF2
recJ	FJKNNBLA_02799	b2892	2923859	2922126	-1	P21893	ssDNA-specific exonuclease RecJ
dsbC	FJKNNBLA_02800	b2893	2924575	2923865	-1	P0AEG6	protein disulfide isomerase DsbC
xerD	FJKNNBLA_02801	b2894	2925496	2924600	-1	P0A8P8	site-specific recombinase
fldB	FJKNNBLA_02802	b2895	2925608	2926129	1	P0ABY4	flavodoxin 2
ygfX	FJKNNBLA_02803	b2896	2926576	2926169	-1	Q46824	protein YgfX
sdhE	FJKNNBLA_02804	b2897	2926823	2926557	-1	P64559	FAD assembly factor
ygfZ	FJKNNBLA_02805	b2898	2927066	2928046	1	P0ADE8	folate-binding protein
yqfA	FJKNNBLA_02806	b2899	2928901	2928242	-1	P67153	hemolysin-III family protein YqfA
yqfB	FJKNNBLA_02807	b2900	2929376	2929065	-1	P67603	N(4)-acetylcytidine amidohydrolase
bglA	FJKNNBLA_02808	b2901	2929421	2930854	1	Q46829	6-phospho-beta-glucosidase A
ygfF	FJKNNBLA_02809	b2902	2931654	2930911	-1	P52037	putative oxidoreductase YgfF
gcvP	FJKNNBLA_02810	b2903	2934793	2931920	-1	P33195	glycine decarboxylase
gcvH	FJKNNBLA_02811	b2904	2935301	2934912	-1	P0A6T9	glycine cleavage system H protein
gcvT	FJKNNBLA_02812	b2905	2936419	2935325	-1	P27248	aminomethyltransferase
ubiI	FJKNNBLA_02813	b2906	2938068	2936866	-1	P25535	2-octaprenylphenol 6-hydroxylase
ubiH	FJKNNBLA_02814	b2907	2939269	2938091	-1	P25534	2-octaprenyl-6-methoxyphenol 4-hydroxylase
pepP	FJKNNBLA_02815	b2908	2940591	2939266	-1	P15034	Xaa-Pro aminopeptidase
ygfB	FJKNNBLA_02816	b2909	2941195	2940617	-1	P0A8C4	UPF0149 family protein YgfB
zapA	FJKNNBLA_02817	b2910	2941363	2941692	1	P0ADS2	cell division protein ZapA
ygfA	FJKNNBLA_02818	b2912	2941938	2942540	1	P0AC28	putative 5-formyltetrahydrofolate cyclo-ligase
serA	FJKNNBLA_02819	b2913	2944161	2942929	-1	P0A9T0	phosphoglycerate dehydrogenase
rpiA	FJKNNBLA_02820	b2914	2945076	2944417	-1	P0A7Z0	ribose-5-phosphate isomerase A
FJKNNBLA_02821	FJKNNBLA_02821	N/A	2945362	2945132	-1	N/A	['hypothetical protein']
argP	FJKNNBLA_02822	b2916	2945504	2946397	1	P0A8S1	DNA-binding transcriptional dual regulator ArgP
scpA	FJKNNBLA_02823	b2917	2946601	2948745	1	P27253	methylmalonyl-CoA mutase
argK	FJKNNBLA_02824	b2918	2948738	2949733	1	P27254	methylmalonyl-CoA mutase-interacting GTPase YgfD
scpB	FJKNNBLA_02825	b2919	2949744	2950529	1	P52045	methylmalonyl-CoA decarboxylase
scpC	FJKNNBLA_02826	b2920	2950553	2952031	1	P52043	propionyl-CoA:succinate CoA transferase
ygfI	FJKNNBLA_02827	b2921	2952924	2952028	-1	P52044	putative LysR-type DNA-binding transcriptional regulator YgfI
yggE	FJKNNBLA_02828	b2922	2953831	2953091	-1	P0ADS6	DUF541 domain-containing protein YggE
argO	FJKNNBLA_02829	b2923	2954559	2953924	-1	P11667	L-arginine exporter
mscS	FJKNNBLA_02830	b2924	2955558	2954698	-1	P0C0S1	small conductance mechanosensitive channel MscS
fbaA	FJKNNBLA_02831	b2925	2956995	2955916	-1	P0AB71	fructose-bisphosphate aldolase class II
pgk	FJKNNBLA_02832	b2926	2958373	2957210	-1	P0A799	phosphoglycerate kinase
epd	FJKNNBLA_02833	b2927	2959442	2958423	-1	P0A9B6	D-erythrose-4-phosphate dehydrogenase
yggC	FJKNNBLA_02834	b2928	2960440	2959727	-1	P11664	P-loop NTPase domain-containing protein YggC
fumE	FJKNNBLA_02835	b2929	2960946	2960437	-1	P11663	fumarase E
yggF	FJKNNBLA_02836	b2930	2961933	2960968	-1	P21437	fructose 1,6-bisphosphatase YggF
yggP	FJKNNBLA_02837	b4465	2963207	2961930	-1	P52048	putative zinc-binding dehydrogenase YggP
cmtA	FJKNNBLA_02838	b2933	2964610	2963222	-1	P69826	mannitol-specific PTS enzyme IICB component CmtA
cmtB	FJKNNBLA_02839	b2934	2965081	2964665	-1	P69824	mannitol-specific PTS enzyme IIA component CmtB
tktA	FJKNNBLA_02840	b2935	2967386	2965395	-1	P27302	transketolase 1
loiP	FJKNNBLA_02841	b2936	2967664	2968422	1	P25894	metalloprotease LoiP
speB	FJKNNBLA_02842	b2937	2969548	2968628	-1	P60651	agmatinase
speA	FJKNNBLA_02843	b2938	2971662	2969686	-1	P21170	arginine decarboxylase,biosynthetic
yqgD	FJKNNBLA_02844	b2941	2972401	2972150	-1	P46879	DUF2684 domain-containing protein YqgD
metK	FJKNNBLA_02845	b2942	2972457	2973611	1	P0A817	methionine adenosyltransferase
galP	FJKNNBLA_02846	b2943	2974035	2975429	1	P0AEP1	galactose:H(+)symporter
sprT	FJKNNBLA_02847	b2944	2975548	2976003	1	P39902	protein YggI
endA	FJKNNBLA_02848	b2945	2976098	2976805	1	P25736	DNA-specific endonuclease I
rsmE	FJKNNBLA_02849	b2946	2976885	2977616	1	P0AGL7	16S rRNA m(3)U1498 methyltransferase
gshB	FJKNNBLA_02850	b2947	2977629	2978579	1	P04425	glutathione synthetase
yqgE	FJKNNBLA_02851	b2948	2978616	2979251	1	P0A8W5	DUF179 domain-containing protein YqgE
yqgF	FJKNNBLA_02852	b2949	2979251	2979667	1	P0A8I1	ribonuclease H-like domain containing nuclease
yggR	FJKNNBLA_02853	b2950	2980831	2979851	-1	P52052	Type II/IV secretion system family protein
yggS	FJKNNBLA_02854	b2951	2980849	2981553	1	P67080	PLP homeostasis protein
yggT	FJKNNBLA_02855	b2952	2981571	2982137	1	P64564	uncharacterized protein YggT
yggU	FJKNNBLA_02856	b2953	2982134	2982424	1	P52060	DUF167 domain-containing protein YggU
rdgB	FJKNNBLA_02857	b2954	2982432	2983025	1	P52061	dITP/XTP pyrophosphatase
hemW	FJKNNBLA_02858	b2955	2983018	2984154	1	P52062	heme chaperone HemW
yggM	FJKNNBLA_02859	b2956	2985226	2984219	-1	P46142	DUF1202 domain-containing protein YggM
ansB	FJKNNBLA_02860	b2957	2986389	2985343	-1	P00805	L-asparaginase 2
yggN	FJKNNBLA_02861	b2958	2987284	2986565	-1	P0ADS9	DUF2884 domain-containing protein YggN
yggL	FJKNNBLA_02862	b2959	2987794	2987468	-1	P38521	protein YggL
trmB	FJKNNBLA_02863	b2960	2988513	2987794	-1	P0A8I5	tRNA m(7)G46 methyltransferase
mutY	FJKNNBLA_02864	b2961	2988674	2989726	1	P17802	adenine DNA glycosylase
yggX	FJKNNBLA_02865	b2962	2989754	2990029	1	P0A8P3	putative Fe(2(+))-trafficking protein
mltC	FJKNNBLA_02866	b2963	2990094	2991173	1	P0C066	membrane-bound lytic murein transglycosylase C
nupG	FJKNNBLA_02867	b2964	2991375	2992631	1	P0AFF4	nucleoside:H(+)symporter NupG
speC	FJKNNBLA_02868	b2965	2994815	2992680	-1	P21169	constitutive ornithine decarboxylase
yqgA	FJKNNBLA_02869	b2966	2995208	2995915	1	Q46831	DUF554 domain-containing protein YqgA
FJKNNBLA_02872	FJKNNBLA_02872	N/A	2997318	2998235	1	N/A	['hypothetical protein']
yfjP	FJKNNBLA_02873	b2632	2998320	2999192	1	P52131	CP4-57 prophage;putative GTP-binding protein YfjP
flu	FJKNNBLA_02874	b2000	2999564	3002410	1	P39180	CP4-44 prophage;self recognizing antigen 43 (Ag43) autotransporter
FJKNNBLA_02875	FJKNNBLA_02875	N/A	3002531	3005047	1	N/A	['hypothetical protein']
FJKNNBLA_02876	FJKNNBLA_02876	N/A	3005124	3005579	1	N/A	['hypothetical protein']
ykfF	FJKNNBLA_02877	b0249	3005658	3005891	1	P75677	CP4-6 prophage;protein YkfF
yfjQ	FJKNNBLA_02878	b2633	3005991	3006809	1	P52132	CP4-57 prophage;DUF932 domain-containing protein YfjQ
yfjX	FJKNNBLA_02879	b2643	3006864	3007349	1	P52139	CP4-57 prophage;putative antirestriction protein YfjX
yeeS	FJKNNBLA_02880	b2002	3007365	3007841	1	P76362	CP4-44 prophage;RadC-like JAB domain-containing protein YeeS
yeeT	FJKNNBLA_02881	b2003	3007904	3008125	1	P64521	CP4-44 prophage;DUF987 domain-containing protein YeeT
FJKNNBLA_02882	FJKNNBLA_02882	N/A	3008144	3009205	1	N/A	['hypothetical protein']
cbtA	FJKNNBLA_02883	b2005	3009295	3009669	1	P64524	CP4-44 prophage;cytoskeleton-binding toxin CbtA
FJKNNBLA_02884	FJKNNBLA_02884	N/A	3009666	3010154	1	N/A	['hypothetical protein']
FJKNNBLA_02885	FJKNNBLA_02885	N/A	3010166	3010363	1	N/A	['hypothetical protein']
FJKNNBLA_02886	FJKNNBLA_02886	N/A	3010460	3011029	1	N/A	['hypothetical protein']
kdsD	FJKNNBLA_02888	b3197	3012353	3013336	1	P45395	D-arabinose 5-phosphate isomerase KdsD
FJKNNBLA_02889	FJKNNBLA_02889	N/A	3013408	3014556	1	N/A	['hypothetical protein']
kpsD	FJKNNBLA_02890	N/A	3014580	3016256	1	Q03961	['Polysialic acid transport protein KpsD']
kdsB	FJKNNBLA_02891	b0918	3016266	3017006	1	P04951	3-deoxy-manno-octulosonate cytidylyltransferase
FJKNNBLA_02892	FJKNNBLA_02892	N/A	3017003	3019030	1	N/A	['hypothetical protein']
FJKNNBLA_02893	FJKNNBLA_02893	N/A	3019065	3020297	1	N/A	['hypothetical protein']
FJKNNBLA_02894	FJKNNBLA_02894	N/A	3021510	3020551	-1	N/A	['hypothetical protein']
FJKNNBLA_02895	FJKNNBLA_02895	N/A	3022684	3021545	-1	N/A	['hypothetical protein']
FJKNNBLA_02899	FJKNNBLA_02899	N/A	3026778	3025426	-1	N/A	['hypothetical protein']
malK	FJKNNBLA_02900	b4035	3027688	3027011	-1	P68187	maltose ABC transporter ATP binding subunit
kpsM	FJKNNBLA_02901	N/A	3028461	3027685	-1	P23889	['Polysialic acid transport protein KpsM']
yghD	FJKNNBLA_02902	b2968	3030058	3029522	-1	Q46832	putative type II secretion system M-type protein YghD
FJKNNBLA_02903	FJKNNBLA_02903	N/A	3031238	3030060	-1	N/A	['hypothetical protein']
gspK	FJKNNBLA_02904	b3332	3032212	3031235	-1	P45762	Type II secretion system protein GspK
xcpW	FJKNNBLA_02905	N/A	3032814	3032209	-1	Q00517	['Type II secretion system protein J']
FJKNNBLA_02906	FJKNNBLA_02906	N/A	3033182	3032811	-1	N/A	['hypothetical protein']
epsH	FJKNNBLA_02907	N/A	3033742	3033179	-1	P45774	['Type II secretion system protein H']
gspG	FJKNNBLA_02908	b3328	3034201	3033746	-1	P41442	Type II secretion system protein GspG
gspF	FJKNNBLA_02909	b3327	3035441	3034218	-1	P41441	Type II secretion system protein GspF
gspE	FJKNNBLA_02910	b3326	3036934	3035441	-1	P45759	Type II secretion system protein GspE
gspD	FJKNNBLA_02911	b3325	3038994	3036934	-1	P45758	Type II secretion system protein GspD
yghF	FJKNNBLA_02912	b2970	3039854	3039024	-1	Q46834	putative type II secretion system C-type protein YghF
yghG	FJKNNBLA_02913	b2971	3040411	3040001	-1	Q46835	lipoprotein YghG
pppA	FJKNNBLA_02914	b2972	3041286	3040477	-1	Q46836	prepilin peptidase
yghJ	FJKNNBLA_02915	b4466	3046003	3041450	-1	P0CK95	putative lipoprotein YghJ
glcA	FJKNNBLA_02916	b2975	3048171	3046489	-1	Q46839	glycolate/lactate:H(+)symporter GlcA
glcB	FJKNNBLA_02917	b2976	3050697	3048526	-1	P37330	malate synthase G
glcG	FJKNNBLA_02918	b2977	3051123	3050719	-1	P0AEQ1	putative heme-binding protein GlcG
glcF	FJKNNBLA_02919	b4467	3052351	3051128	-1	P52074	glycolate dehydrogenase, putative iron-sulfur subunit
glcE	FJKNNBLA_02920	b4468	3053414	3052362	-1	P52073	glycolate dehydrogenase, putative FAD-binding subunit
glcD	FJKNNBLA_02921	b2979	3054913	3053414	-1	P0AEP9	glycolate dehydrogenase, putative FAD-linked subunit
glcC	FJKNNBLA_02922	b2980	3055164	3055928	1	P0ACL5	DNA-binding transcriptional dual regulator GlcC
yghO	FJKNNBLA_02923	b2981	3057077	3055935	-1	Q46840	putative DNA-binding transcriptional regulator YghO
fadD	FJKNNBLA_02924	b1805	3057487	3059175	1	P69451	long-chain-fatty-acid--CoA ligase
ybjS	FJKNNBLA_02925	b0868	3059172	3060086	1	P75821	putative epimerase YbjS
acpP	FJKNNBLA_02926	N/A	3060118	3060366	1	P0A6A8	['Acyl carrier protein']
kbl	FJKNNBLA_02927	b3617	3060366	3061538	1	P0AB77	2-amino-3-ketobutyrate CoA ligase
lptG	FJKNNBLA_02928	b4262	3062652	3061573	-1	P0ADC6	lipopolysaccharide transport system protein LptG
FJKNNBLA_02929	FJKNNBLA_02929	N/A	3063719	3062649	-1	N/A	['hypothetical protein']
ytfJ	FJKNNBLA_02930	b4216	3064310	3063750	-1	P39187	PF09695 family protein YtfJ
FJKNNBLA_02931	FJKNNBLA_02931	N/A	3065146	3064322	-1	N/A	['hypothetical protein']
FJKNNBLA_02932	FJKNNBLA_02932	N/A	3066495	3065146	-1	N/A	['hypothetical protein']
yghR	FJKNNBLA_02933	b2984	3067299	3066541	-1	P64572	putative ATP-binding protein YghR
yghS	FJKNNBLA_02934	b2985	3068029	3067331	-1	Q46843	putative ATP-binding protein YghS
yghT	FJKNNBLA_02935	b2986	3068218	3068910	1	Q46844	putative ATP-binding protein YghT
pitB	FJKNNBLA_02936	b2987	3070458	3068959	-1	P43676	metal phosphate:H(+)symporter PitB
gss	FJKNNBLA_02937	b2988	3072609	3070750	-1	P0AES0	fused glutathionylspermidine amidase/glutathionylspermidine synthetase
yghU	FJKNNBLA_02938	b2989	3072814	3073680	1	Q46845	disulfide reductase/organic hydroperoxide reductase
hybG	FJKNNBLA_02939	b2990	3074051	3073803	-1	P0AAM7	hydrogenase maturation factor HybG
hybF	FJKNNBLA_02940	b2991	3074405	3074064	-1	P0A703	hydrogenase maturation protein HybF
hybE	FJKNNBLA_02941	b2992	3074886	3074398	-1	P0AAN1	hydrogenase 2-specific chaperone
hybD	FJKNNBLA_02942	b2993	3075373	3074879	-1	P37182	hydrogenase 2 maturation protease
hybC	FJKNNBLA_02943	b2994	3077076	3075373	-1	P0ACE0	hydrogenase 2 large subunit
hybB	FJKNNBLA_02944	b2995	3078251	3077073	-1	P37180	hydrogenase 2 membrane subunit
hybA	FJKNNBLA_02945	b2996	3079227	3078241	-1	P0AAJ8	hydrogenase 2 iron-sulfur protein
yghW	FJKNNBLA_02948	b2998	3080906	3080619	-1	P64574	DUF2623 domain-containing protein YghW
ysgA	FJKNNBLA_02949	b3830	3081912	3081025	-1	P56262	putative dienelactone hydrolase
gpr	FJKNNBLA_02950	b3001	3082069	3083109	1	Q46851	L-glyceraldehyde 3-phosphate reductase
yqhA	FJKNNBLA_02951	b3002	3083643	3083149	-1	P67244	uncharacterized protein YqhA
yghA	FJKNNBLA_02952	b3003	3083834	3084718	1	P0AG84	NADP(+)-dependent aldehyde reductase
exbD	FJKNNBLA_02953	b3005	3085415	3084990	-1	P0ABV2	Ton complex subunit ExbD
exbB	FJKNNBLA_02954	b3006	3086156	3085422	-1	P0ABU7	Ton complex subunit ExbB
metC	FJKNNBLA_02955	b3008	3086408	3087595	1	P06721	cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase
yghB	FJKNNBLA_02956	b3009	3087735	3088394	1	P0AA60	DedA family protein YghB
yqhC	FJKNNBLA_02957	b3010	3089390	3088434	-1	Q46855	DNA-binding transcriptional activator YqhC
yqhD	FJKNNBLA_02958	b3011	3089527	3090690	1	Q46856	NADPH-dependent aldehyde reductase YqhD
dkgA	FJKNNBLA_02959	b3012	3090795	3091622	1	Q46857	methylglyoxal reductase DkgA
yqhG	FJKNNBLA_02960	b3013	3091822	3092748	1	Q46858	DUF3828 domain-containing protein YqhG
yqhH	FJKNNBLA_02961	b3014	3092799	3093056	1	P65298	lipoprotein YqhH
ygiQ	FJKNNBLA_02962	b4469	3095318	3093099	-1	Q46861	radical SAM superfamily protein YgiQ
ftsP	FJKNNBLA_02963	b3017	3096841	3095429	-1	P26648	cell division protein required during stress conditions
plsC	FJKNNBLA_02964	b3018	3097653	3096916	-1	P26647	1-acylglycerol-3-phosphate O-acyltransferase PlsC
parC	FJKNNBLA_02965	b3019	3100145	3097887	-1	P0AFI2	DNA topoisomerase IV subunit A
ygiS	FJKNNBLA_02966	b3020	3101890	3100283	-1	Q46863	putative deoxycholate binding periplasmic protein
mqsA	FJKNNBLA_02967	b3021	3102418	3102023	-1	Q46864	antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA
mqsR	FJKNNBLA_02968	b3022	3102716	3102420	-1	Q46865	mRNA interferase toxin MqsR
ygiV	FJKNNBLA_02969	b3023	3103403	3102921	-1	Q46866	DNA-binding transcriptional repressor YgiV
ygiW	FJKNNBLA_02970	b3024	3103848	3103456	-1	P0ADU5	BOF family protein YgiW
qseB	FJKNNBLA_02971	b3025	3104000	3104659	1	P52076	DNA-binding transcriptional activator QseB
qseC	FJKNNBLA_02972	b3026	3104656	3106005	1	P40719	sensor histidine kinase QseC
mdaB	FJKNNBLA_02973	b3028	3106702	3107283	1	P0AEY5	NADPH:quinone oxidoreductase MdaB
ygiN	FJKNNBLA_02974	b3029	3107314	3107628	1	P0ADU2	putative quinol monooxygenase YgiN
parE	FJKNNBLA_02975	b3030	3109568	3107676	-1	P20083	DNA topoisomerase IV subunit B
yqiA	FJKNNBLA_02976	b3031	3110178	3109597	-1	P0A8Z7	esterase YqiA
cpdA	FJKNNBLA_02977	b3032	3111005	3110178	-1	P0AEW4	cAMP phosphodiesterase
yqiB	FJKNNBLA_02978	b3033	3111452	3111030	-1	P0ADU7	DUF1249 domain-containing protein YqiB
nudF	FJKNNBLA_02979	b3034	3112082	3111453	-1	Q93K97	ADP-sugar pyrophosphatase
tolC	FJKNNBLA_02980	b3035	3112287	3113768	1	P02930	outer membrane channel TolC
ygiB	FJKNNBLA_02981	b3037	3113916	3114587	1	P0ADT2	DUF1190 domain-containing protein YgiB
ygiC	FJKNNBLA_02982	b3038	3114593	3115753	1	P0ADT5	putative acid--amine ligase YgiC
ygiD	FJKNNBLA_02983	b3039	3116606	3115791	-1	P24197	4,5-DOPA dioxygenase extradiol
zupT	FJKNNBLA_02984	b3040	3116722	3117495	1	P0A8H3	heavy metal divalent cation transporter ZupT
yqiD	FJKNNBLA_02985	b4756	3117723	3117553	-1	P0DPP7	protein YqiD
ribB	FJKNNBLA_02986	b3041	3118638	3117985	-1	P0A7J0	3,4-dihydroxy-2-butanone-4-phosphate synthase
ubiK	FJKNNBLA_02987	b3042	3119012	3119302	1	Q46868	ubiquinone biosynthesis accessory factor UbiK
ygiL	FJKNNBLA_02988	b3043	3119586	3120137	1	P39834	putative fimbrial protein YgiL
yqiH	FJKNNBLA_02990	b3047	3122717	3123466	1	P77616	putative fimbrial chaperone YqiH
yqiI	FJKNNBLA_02991	b3048	3123468	3124532	1	P76656	putative fimbrial protein YqiI
glgS	FJKNNBLA_02992	b3049	3124775	3124575	-1	P26649	surface composition regulator
yqiJ	FJKNNBLA_02993	b3050	3125044	3125673	1	P76657	DUF1449 domain-containing inner membrane protein YqiJ
yqiK	FJKNNBLA_02994	b3051	3125700	3127361	1	P77306	flotillin family inner membrane protein YqiK
hldE	FJKNNBLA_02995	b3052	3129587	3128154	-1	P76658	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
glnE	FJKNNBLA_02996	b3053	3132475	3129635	-1	P30870	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
ygiF	FJKNNBLA_02997	b3054	3133799	3132498	-1	P30871	inorganic triphosphatase
ygiM	FJKNNBLA_02998	b3055	3134041	3134661	1	P0ADT8	putative signal transduction protein (SH3 domain)
cca	FJKNNBLA_02999	b3056	3134725	3135963	1	P06961	fused CCA tRNA nucleotidyltransferase/phosphohydrolase
uppP	FJKNNBLA_03000	b3057	3136947	3136126	-1	P60932	undecaprenyl pyrophosphate phosphatase
folB	FJKNNBLA_03001	b3058	3137406	3137038	-1	P0AC16	dihydroneopterin aldolase
